index,split
4262,train
1670,train
7873,train
9864,train
621,train
5191,train
4875,train
9246,train
266,train
9097,train
9475,train
8841,train
3423,train
9824,train
10641,train
8843,train
6958,train
8913,train
2552,train
4074,train
10269,train
9796,train
3840,train
3860,train
1734,train
3879,train
6433,train
11038,train
1789,train
6904,train
9522,train
8812,train
1886,train
9320,train
9631,train
11302,train
11127,train
10951,train
3689,train
4389,train
1791,train
3122,train
9539,train
9761,train
3800,train
8263,train
8425,train
8189,train
3448,train
6323,train
4632,train
9049,train
1974,train
7911,train
9816,train
6700,train
8792,train
5566,train
3415,train
9708,train
3344,train
5351,train
870,train
1598,train
3278,train
3584,train
7532,train
2151,train
5991,train
6282,train
9438,train
8893,train
10341,train
10750,train
2846,train
586,train
487,train
6148,train
1996,train
1088,train
4185,train
8613,train
9973,train
331,train
7049,train
4250,train
4078,train
8684,train
4474,train
9292,train
648,train
5044,train
9467,train
5989,train
7808,train
8262,train
9419,train
5883,train
8633,train
5324,train
3644,train
2229,train
9466,train
8657,train
2075,train
10901,train
8554,train
3649,train
10094,train
11036,train
3938,train
7449,train
2787,train
6456,train
3145,train
9228,train
9007,train
2608,train
6038,train
5755,train
9509,train
5682,train
7651,train
4092,train
7323,train
10515,train
3953,train
3577,train
549,train
3995,train
2679,train
10330,train
3510,train
7841,train
10913,train
9620,train
6227,train
424,train
7099,train
971,train
11178,train
5114,train
8025,train
1118,train
5952,train
112,train
2716,train
8249,train
4153,train
11369,train
8829,train
7864,train
1645,train
10368,train
1560,train
1158,train
8720,train
8950,train
5559,train
4654,train
6698,train
4227,train
5145,train
2847,train
8567,train
8636,train
2662,train
565,train
10627,train
3222,train
8625,train
1288,train
9803,train
11081,train
529,train
9557,train
1807,train
1687,train
2216,train
6079,train
4487,train
2020,train
10417,train
3169,train
1234,train
5387,train
9695,train
5069,train
4438,train
8962,train
10385,train
5062,train
29,train
7888,train
7790,train
6362,train
8693,train
5339,train
913,train
3722,train
2860,train
9886,train
9348,train
471,train
1052,train
9040,train
9341,train
6464,train
7785,train
9935,train
8599,train
5404,train
10070,train
6754,train
3868,train
40,train
4248,train
5652,train
7180,train
8340,train
258,train
6051,train
3762,train
9987,train
1672,train
1971,train
3755,train
10900,train
1447,train
6825,train
544,train
885,train
6486,train
1197,train
784,train
1530,train
10879,train
4763,train
2082,train
275,train
2176,train
5484,train
8132,train
10669,train
2755,train
4224,train
4205,train
3230,train
9243,train
749,train
2275,train
6487,train
5628,train
8195,train
1671,train
10631,train
9273,train
4662,train
10697,train
10,train
9278,train
4209,train
3075,train
7524,train
7292,train
614,train
3885,train
4341,train
7400,train
527,train
2999,train
8924,train
667,train
3553,train
6204,train
4024,train
2671,train
9449,train
7350,train
2712,train
10057,train
10058,train
2748,train
6021,train
5862,train
3600,train
7331,train
1338,train
9863,train
3551,train
5429,train
3350,train
5645,train
10343,train
2418,train
9524,train
8291,train
3709,train
2067,train
6265,train
7529,train
5696,train
2885,train
6732,train
8577,train
2419,train
205,train
76,train
6619,train
4460,train
10683,train
11031,train
2702,train
3355,train
956,train
5707,train
9483,train
9868,train
9158,train
8329,train
2102,train
2778,train
4373,train
9782,train
8306,train
5562,train
819,train
4924,train
10392,train
111,train
8085,train
2112,train
917,train
5666,train
1895,train
3410,train
9269,train
1343,train
7676,train
7514,train
5677,train
6491,train
2945,train
10205,train
2745,train
7924,train
7044,train
4105,train
11417,train
3742,train
8261,train
2571,train
11023,train
2310,train
5914,train
8170,train
9517,train
2765,train
8295,train
2087,train
5247,train
6710,train
2239,train
7249,train
3992,train
10604,train
5466,train
8791,train
10816,train
6721,train
5702,train
7105,train
2440,train
4730,train
5743,train
3185,train
3117,train
3861,train
6360,train
7243,train
10588,train
4210,train
9836,train
4090,train
273,train
8670,train
6733,train
2690,train
10754,train
10185,train
6437,train
1360,train
481,train
1389,train
8212,train
9504,train
9957,train
3428,train
5731,train
3262,train
4396,train
11329,train
10199,train
9572,train
5968,train
6752,train
8286,train
9571,train
802,train
5354,train
7627,train
6859,train
10809,train
9065,train
10704,train
8543,train
920,train
6033,train
5446,train
5211,train
9533,train
10634,train
793,train
7598,train
6709,train
1452,train
8869,train
3053,train
2429,train
11105,train
11133,train
8910,train
6847,train
202,train
2947,train
10888,train
4936,train
4599,train
7426,train
4640,train
2968,train
10532,train
1434,train
9840,train
10353,train
11343,train
6885,train
3625,train
1287,train
8089,train
1727,train
4819,train
9138,train
7983,train
8528,train
7811,train
7314,train
2576,train
2014,train
3748,train
1513,train
4328,train
1816,train
877,train
7492,train
9643,train
4625,train
10921,train
1170,train
2203,train
9217,train
9862,train
2273,train
9847,train
8204,train
10278,train
5192,train
9463,train
7108,train
9798,train
4242,train
9190,train
3579,train
1766,train
4380,train
5450,train
11372,train
11194,train
2162,train
510,train
7707,train
1511,train
941,train
4159,train
6558,train
1345,train
6620,train
2760,train
6367,train
1492,train
9130,train
6574,train
11132,train
2987,train
10671,train
7352,train
3650,train
3102,train
2304,train
433,train
1942,train
8193,train
1334,train
1826,train
4616,train
2991,train
1148,train
8778,train
8230,train
3166,train
7736,train
11243,train
2703,train
9211,train
3898,train
8077,train
2617,train
10600,train
10645,train
4726,train
8142,train
3505,train
6521,train
9026,train
11000,train
1893,train
5161,train
4696,train
9192,train
3661,train
10238,train
159,train
414,train
3502,train
7001,train
9372,train
9378,train
9566,train
2402,train
3648,train
2007,train
615,train
3264,train
10932,train
125,train
1128,train
3999,train
6058,train
8610,train
6868,train
1940,train
3749,train
3092,train
247,train
10114,train
3304,train
7526,train
1055,train
4257,train
4303,train
5147,train
603,train
10026,train
4592,train
9613,train
6397,train
8811,train
1167,train
8687,train
8182,train
4011,train
359,train
2470,train
6912,train
521,train
2172,train
611,train
2100,train
2346,train
7728,train
5483,train
5869,train
10626,train
6400,train
1138,train
5382,train
9639,train
281,train
4575,train
8375,train
3763,train
3503,train
7075,train
2369,train
6891,train
9234,train
7254,train
2881,train
975,train
1777,train
8490,train
6130,train
5724,train
7173,train
2853,train
8718,train
7732,train
2312,train
11303,train
10852,train
8906,train
2720,train
1762,train
10635,train
569,train
9590,train
6074,train
6179,train
10054,train
8402,train
9655,train
5924,train
1658,train
9960,train
9129,train
1083,train
1929,train
889,train
8699,train
8105,train
658,train
2260,train
5629,train
3675,train
4521,train
702,train
3691,train
8207,train
2327,train
6252,train
10647,train
6215,train
8312,train
6737,train
1333,train
1186,train
5206,train
5990,train
7897,train
7024,train
7872,train
11397,train
8180,train
6977,train
824,train
4144,train
10139,train
9196,train
2413,train
7813,train
11400,train
9280,train
5791,train
3812,train
11332,train
1270,train
11151,train
287,train
6613,train
4317,train
1303,train
10074,train
10539,train
4558,train
1646,train
7580,train
7915,train
6681,train
10837,train
2450,train
449,train
6905,train
9919,train
11211,train
1798,train
2379,train
7207,train
3990,train
981,train
4305,train
10478,train
11418,train
7725,train
4574,train
2468,train
1529,train
339,train
9340,train
5292,train
9601,train
218,train
2753,train
5796,train
8352,train
10749,train
3147,train
7476,train
8788,train
4559,train
9184,train
709,train
7989,train
8997,train
246,train
2363,train
5417,train
1912,train
5377,train
7682,train
3042,train
3433,train
6510,train
1448,train
4739,train
1499,train
7371,train
7855,train
9300,train
5154,train
2735,train
9031,train
6248,train
4051,train
5418,train
875,train
10297,train
3876,train
8782,train
9985,train
1228,train
9403,train
8051,train
2223,train
6517,train
11087,train
6914,train
349,train
10902,train
2957,train
11382,train
691,train
9668,train
11265,train
5596,train
1543,train
6453,train
5948,train
8878,train
5374,train
9807,train
5834,train
5019,train
1132,train
7684,train
9342,train
3013,train
4867,train
93,train
11353,train
2263,train
2891,train
6008,train
6412,train
7912,train
5789,train
9949,train
4479,train
8003,train
10241,train
2257,train
10444,train
5388,train
2830,train
10196,train
6821,train
4465,train
7036,train
7430,train
6043,train
271,train
5828,train
1109,train
10349,train
7347,train
5367,train
7554,train
6845,train
2822,train
3916,train
6505,train
217,train
1415,train
3961,train
4807,train
1888,train
5927,train
9969,train
11311,train
352,train
11217,train
5061,train
3783,train
4737,train
9205,train
8897,train
838,train
5299,train
965,train
2117,train
86,train
4623,train
11006,train
8849,train
2973,train
9599,train
2313,train
6735,train
10601,train
4567,train
7662,train
2933,train
11203,train
5889,train
1054,train
6363,train
2990,train
11320,train
9618,train
1094,train
395,train
7550,train
3640,train
600,train
2463,train
3136,train
9702,train
438,train
7361,train
1325,train
11323,train
2816,train
9605,train
5884,train
8705,train
7875,train
3576,train
7209,train
11160,train
1691,train
6188,train
5817,train
2054,train
7571,train
3003,train
9519,train
10514,train
3339,train
8298,train
8560,train
3637,train
5973,train
3659,train
7245,train
4137,train
8474,train
77,train
10606,train
8698,train
638,train
9331,train
6225,train
1205,train
4972,train
3598,train
2457,train
3796,train
6829,train
5244,train
3889,train
6514,train
6501,train
6052,train
2859,train
7466,train
10160,train
5741,train
2139,train
9464,train
3202,train
1683,train
2714,train
6057,train
1676,train
2878,train
6428,train
717,train
7758,train
4043,train
2422,train
11205,train
5281,train
4067,train
283,train
7715,train
3266,train
6368,train
1409,train
4695,train
10767,train
10164,train
2845,train
9134,train
1574,train
7219,train
9984,train
5414,train
5518,train
6066,train
10288,train
426,train
4847,train
6937,train
6995,train
7604,train
6696,train
4768,train
8538,train
1674,train
365,train
10722,train
1037,train
8160,train
1056,train
5227,train
6760,train
2639,train
4981,train
7909,train
9209,train
6241,train
10999,train
2070,train
3966,train
10733,train
8013,train
10948,train
2248,train
7003,train
6848,train
4524,train
4511,train
3949,train
9008,train
3284,train
10194,train
9726,train
10692,train
9226,train
2889,train
11013,train
4682,train
10689,train
6566,train
2217,train
3434,train
556,train
2518,train
9385,train
6152,train
3349,train
8243,train
2805,train
469,train
6734,train
2187,train
5988,train
7273,train
9675,train
4293,train
4538,train
8198,train
9831,train
8589,train
2606,train
10959,train
4931,train
8856,train
140,train
2323,train
2234,train
11206,train
5231,train
1561,train
6827,train
2321,train
4994,train
10823,train
880,train
6603,train
5199,train
9748,train
6164,train
2206,train
6650,train
3005,train
4666,train
7277,train
138,train
10041,train
925,train
6262,train
523,train
2063,train
9104,train
6996,train
2663,train
7533,train
166,train
4421,train
7184,train
6597,train
5685,train
7473,train
2283,train
9920,train
84,train
1969,train
6112,train
3900,train
1878,train
11001,train
8911,train
508,train
10784,train
8773,train
3159,train
5790,train
8108,train
1945,train
6605,train
1710,train
7402,train
4094,train
3012,train
10409,train
6146,train
10673,train
6785,train
4010,train
3001,train
1954,train
5287,train
8510,train
10322,train
2575,train
4027,train
6404,train
4214,train
10676,train
3468,train
184,train
4759,train
1150,train
5590,train
10222,train
5070,train
7333,train
7944,train
4627,train
954,train
7700,train
11164,train
809,train
6884,train
9982,train
435,train
5237,train
4266,train
3251,train
11019,train
3683,train
3877,train
5521,train
8037,train
3192,train
8500,train
5640,train
1453,train
10983,train
10975,train
2855,train
10693,train
8282,train
3931,train
9722,train
6316,train
4496,train
2498,train
9683,train
8158,train
7206,train
10306,train
1936,train
5664,train
8743,train
7094,train
8931,train
4836,train
6728,train
752,train
7503,train
9889,train
7703,train
6497,train
7059,train
2113,train
3356,train
7174,train
4315,train
7766,train
5870,train
2414,train
1931,train
7936,train
2472,train
4915,train
8321,train
6212,train
10700,train
8421,train
7349,train
11022,train
1761,train
5297,train
10607,train
1404,train
9282,train
4945,train
9446,train
1301,train
9890,train
7234,train
2090,train
9666,train
304,train
5626,train
9241,train
9210,train
2101,train
9010,train
5255,train
1483,train
3250,train
5615,train
3563,train
8852,train
1220,train
2352,train
1995,train
2344,train
2915,train
9121,train
2985,train
4792,train
7244,train
516,train
1708,train
8823,train
10161,train
5408,train
6233,train
100,train
7418,train
6286,train
9259,train
4485,train
833,train
2923,train
104,train
3289,train
9647,train
6270,train
1801,train
9849,train
8179,train
8355,train
2677,train
2874,train
9630,train
11122,train
4838,train
2907,train
9815,train
6181,train
10432,train
1668,train
10022,train
6434,train
804,train
2233,train
2937,train
1296,train
2743,train
9887,train
4004,train
4469,train
6584,train
8759,train
5660,train
5249,train
4419,train
5737,train
7623,train
1736,train
8496,train
8221,train
6909,train
5625,train
10876,train
8675,train
6901,train
2693,train
2099,train
4594,train
3886,train
4420,train
3588,train
379,train
3884,train
5806,train
1840,train
9653,train
1000,train
7559,train
6386,train
11108,train
9037,train
3616,train
7431,train
10154,train
52,train
7121,train
5097,train
10548,train
9861,train
1677,train
6583,train
478,train
3213,train
6795,train
1394,train
9615,train
9902,train
867,train
11305,train
3554,train
3716,train
6600,train
2411,train
4359,train
6126,train
10713,train
3014,train
4281,train
9212,train
8730,train
8615,train
1904,train
3214,train
4563,train
2514,train
7328,train
1488,train
7528,train
11002,train
459,train
7991,train
4912,train
10769,train
2282,train
7881,train
58,train
10064,train
10312,train
4744,train
9012,train
4556,train
4585,train
3293,train
11314,train
3582,train
2594,train
747,train
2388,train
2096,train
946,train
10103,train
11246,train
9324,train
652,train
3902,train
2862,train
2077,train
3193,train
3610,train
8992,train
5830,train
1195,train
9853,train
573,train
2512,train
239,train
6928,train
10694,train
10215,train
6983,train
8819,train
9766,train
4156,train
1332,train
4408,train
7801,train
6223,train
6860,train
8480,train
7072,train
8937,train
8444,train
665,train
4873,train
6897,train
7274,train
6652,train
2455,train
1774,train
5236,train
7088,train
10240,train
6763,train
6103,train
227,train
8803,train
341,train
6165,train
10938,train
7320,train
7107,train
2034,train
2214,train
8514,train
4661,train
10877,train
10331,train
11131,train
1632,train
2119,train
4920,train
10526,train
6413,train
943,train
10942,train
1244,train
4203,train
9827,train
9151,train
1903,train
219,train
10371,train
4443,train
7493,train
2744,train
5155,train
3878,train
5619,train
11393,train
11223,train
2682,train
3307,train
5416,train
6160,train
6938,train
2806,train
11098,train
4676,train
10467,train
10239,train
8323,train
224,train
10569,train
4720,train
6757,train
7202,train
10712,train
5568,train
8455,train
4791,train
7894,train
3341,train
5676,train
6567,train
10002,train
7724,train
3624,train
4895,train
672,train
5920,train
308,train
7224,train
1788,train
9222,train
4712,train
10338,train
4671,train
364,train
3055,train
6478,train
11011,train
7834,train
4184,train
3325,train
4620,train
2873,train
10036,train
4406,train
5941,train
9194,train
10878,train
3474,train
5598,train
977,train
10801,train
2387,train
7548,train
6547,train
7500,train
585,train
10691,train
7368,train
5922,train
8324,train
3741,train
8354,train
9575,train
7797,train
8681,train
11119,train
8921,train
816,train
10494,train
9943,train
10089,train
26,train
4758,train
11380,train
6830,train
1958,train
562,train
9820,train
10393,train
2803,train
4840,train
3373,train
5493,train
10365,train
7157,train
7833,train
1484,train
4835,train
10156,train
3780,train
203,train
6027,train
3890,train
9771,train
1586,train
8533,train
5452,train
10577,train
3790,train
4475,train
10170,train
9062,train
2785,train
6406,train
11322,train
9795,train
6219,train
5489,train
5675,train
6945,train
10348,train
8315,train
5954,train
11421,train
7672,train
2342,train
10810,train
1233,train
11385,train
2771,train
2003,train
5749,train
10179,train
7783,train
8130,train
6258,train
9859,train
11420,train
9844,train
6925,train
5933,train
9290,train
9995,train
4056,train
5917,train
9401,train
8184,train
3512,train
1151,train
10763,train
4571,train
4514,train
3686,train
6962,train
9841,train
1582,train
3809,train
805,train
9014,train
3841,train
10891,train
10827,train
3454,train
7308,train
2227,train
4974,train
3855,train
5550,train
3090,train
4916,train
2730,train
9898,train
4367,train
8023,train
10572,train
11188,train
2076,train
5957,train
3933,train
6375,train
1356,train
5873,train
5864,train
9600,train
7658,train
5341,train
382,train
4232,train
1510,train
4480,train
1103,train
121,train
10757,train
8173,train
10334,train
6722,train
9503,train
4041,train
1065,train
7708,train
468,train
7547,train
4815,train
9941,train
8647,train
5595,train
2453,train
10919,train
11328,train
3302,train
10386,train
3651,train
3954,train
2449,train
2110,train
7014,train
1425,train
5320,train
1653,train
11287,train
10276,train
9442,train
8736,train
5855,train
4966,train
9627,train
2424,train
8055,train
9730,train
10743,train
1656,train
7644,train
9629,train
11374,train
7373,train
4095,train
6529,train
10718,train
11410,train
7084,train
9917,train
152,train
4846,train
3276,train
2527,train
11289,train
10159,train
6988,train
5710,train
7891,train
9325,train
8628,train
5928,train
1297,train
8418,train
8674,train
10785,train
7471,train
6173,train
5874,train
8892,train
7637,train
8241,train
7257,train
9555,train
11095,train
6257,train
9088,train
11106,train
10906,train
3668,train
4830,train
10326,train
2499,train
9752,train
10486,train
8790,train
11359,train
6920,train
3970,train
5700,train
6840,train
5356,train
2226,train
7293,train
854,train
4040,train
8767,train
5228,train
2421,train
2875,train
10744,train
2104,train
9115,train
10436,train
7221,train
302,train
3923,train
11363,train
1231,train
5842,train
8827,train
2329,train
545,train
10434,train
8258,train
4228,train
7969,train
8948,train
5572,train
6893,train
9852,train
4622,train
10134,train
2215,train
10701,train
7655,train
8035,train
2721,train
1932,train
5400,train
6957,train
7647,train
11185,train
10805,train
1350,train
978,train
2835,train
1064,train
780,train
2868,train
3321,train
6695,train
3924,train
7956,train
5564,train
9494,train
1429,train
8645,train
3139,train
6969,train
1211,train
8341,train
6984,train
3361,train
11094,train
852,train
10990,train
3922,train
8203,train
9747,train
3294,train
4762,train
9091,train
10249,train
1307,train
10838,train
10956,train
577,train
5520,train
4642,train
9183,train
2261,train
11181,train
7520,train
1634,train
15,train
8079,train
7351,train
5573,train
5748,train
3438,train
7914,train
5528,train
7102,train
9220,train
207,train
4887,train
3242,train
369,train
4301,train
5969,train
9429,train
6714,train
7125,train
4362,train
6302,train
3601,train
7587,train
9558,train
9484,train
911,train
3000,train
1438,train
8995,train
9476,train
1855,train
10043,train
2412,train
8848,train
7689,train
3384,train
3655,train
11116,train
7356,train
4201,train
1618,train
5251,train
330,train
10590,train
3431,train
10420,train
7329,train
9877,train
10687,train
1327,train
7413,train
2800,train
63,train
7201,train
5519,train
10715,train
6153,train
11075,train
9646,train
2182,train
7810,train
9574,train
5690,train
7628,train
5720,train
4327,train
7443,train
6080,train
3695,train
3380,train
11426,train
3073,train
7600,train
8561,train
1465,train
5644,train
7436,train
10640,train
4995,train
1232,train
4048,train
3968,train
6084,train
8319,train
3814,train
6409,train
4165,train
4385,train
8685,train
9531,train
4689,train
6736,train
9086,train
3457,train
6976,train
417,train
10450,train
4839,train
5608,train
843,train
4470,train
829,train
3710,train
4147,train
5169,train
6155,train
9713,train
11,train
1476,train
7961,train
6621,train
3613,train
10086,train
7693,train
1200,train
9142,train
9191,train
4530,train
10472,train
4582,train
9038,train
11227,train
1001,train
8385,train
705,train
10237,train
7935,train
730,train
3776,train
7151,train
8501,train
6562,train
411,train
5334,train
2417,train
4446,train
6544,train
4988,train
7453,train
6045,train
6184,train
7374,train
4747,train
114,train
7638,train
1764,train
4077,train
4277,train
7844,train
6798,train
4063,train
751,train
9013,train
4735,train
10950,train
6797,train
6119,train
11153,train
891,train
3093,train
3727,train
3366,train
7247,train
8520,train
334,train
8429,train
5967,train
3226,train
7168,train
2430,train
4444,train
9682,train
8410,train
7780,train
7772,train
1038,train
11378,train
4229,train
8428,train
11089,train
9296,train
6308,train
11402,train
5464,train
4082,train
1,train
1285,train
8115,train
5263,train
2836,train
5497,train
3537,train
243,train
5047,train
7170,train
4378,train
2319,train
404,train
5024,train
7289,train
9263,train
7315,train
9414,train
2668,train
2272,train
10971,train
1919,train
8333,train
5807,train
8488,train
399,train
1907,train
7153,train
7454,train
444,train
6161,train
8800,train
151,train
5068,train
1552,train
2240,train
3386,train
301,train
4727,train
817,train
6929,train
10771,train
3759,train
8044,train
6777,train
5964,train
10490,train
1911,train
7340,train
4388,train
3881,train
2038,train
5421,train
5284,train
8786,train
8100,train
3543,train
5072,train
5239,train
9364,train
8916,train
5782,train
2849,train
4243,train
5217,train
5934,train
4237,train
2084,train
4065,train
8611,train
4551,train
9181,train
8516,train
5768,train
11386,train
4146,train
9999,train
2068,train
9801,train
4760,train
10502,train
4066,train
4126,train
7745,train
2008,train
1660,train
1814,train
5233,train
9945,train
6347,train
6016,train
9132,train
4070,train
8437,train
4764,train
9160,train
698,train
5853,train
8882,train
9379,train
5386,train
8304,train
188,train
6660,train
10048,train
1272,train
7415,train
10537,train
6519,train
2174,train
3274,train
7132,train
2971,train
11338,train
5074,train
9794,train
10270,train
2812,train
5165,train
1068,train
8697,train
3064,train
11398,train
1728,train
9773,train
211,train
2081,train
6195,train
9952,train
7664,train
6206,train
896,train
2958,train
7134,train
936,train
8281,train
6720,train
980,train
9199,train
8202,train
2589,train
4746,train
9623,train
9425,train
2301,train
6648,train
7896,train
192,train
8542,train
5326,train
7213,train
5369,train
7574,train
5714,train
8056,train
7230,train
4907,train
6687,train
673,train
223,train
9882,train
2155,train
9944,train
11101,train
3585,train
2010,train
10423,train
2899,train
8396,train
9931,train
8668,train
680,train
6461,train
7624,train
11176,train
5173,train
6612,train
5509,train
2169,train
2761,train
3317,train
2509,train
7962,train
9257,train
5763,train
3805,train
3282,train
5269,train
4708,train
4886,train
4517,train
7116,train
3237,train
2211,train
3432,train
8069,train
5240,train
935,train
6442,train
7066,train
8678,train
1539,train
7296,train
6339,train
8196,train
11058,train
4748,train
9767,train
8927,train
4808,train
4851,train
10994,train
2892,train
2481,train
8325,train
8054,train
725,train
1308,train
4611,train
10729,train
10908,train
10637,train
5189,train
1557,train
2591,train
10843,train
410,train
37,train
5434,train
7634,train
800,train
1264,train
6183,train
1824,train
11256,train
6999,train
11232,train
8451,train
9250,train
3224,train
7558,train
3826,train
9543,train
592,train
10277,train
8641,train
8441,train
631,train
828,train
10659,train
4639,train
1439,train
8463,train
160,train
4335,train
5186,train
1899,train
3919,train
6002,train
5708,train
3161,train
7686,train
5212,train
10817,train
2406,train
9208,train
11367,train
3888,train
8218,train
3943,train
4161,train
6935,train
11344,train
10530,train
8738,train
5915,train
3948,train
758,train
9124,train
5648,train
9477,train
5470,train
3080,train
572,train
8456,train
1120,train
8793,train
3156,train
6551,train
6211,train
5036,train
293,train
5013,train
10394,train
48,train
10377,train
9435,train
3329,train
1070,train
7023,train
5760,train
2707,train
10032,train
2895,train
10859,train
9893,train
6856,train
11240,train
8293,train
7310,train
155,train
6090,train
2620,train
10642,train
6888,train
8559,train
9489,train
9009,train
1177,train
2675,train
10035,train
2026,train
9304,train
1817,train
6903,train
1253,train
9402,train
1247,train
9912,train
8968,train
2988,train
60,train
4361,train
2627,train
5371,train
5096,train
8804,train
4703,train
5641,train
5769,train
7252,train
8367,train
9481,train
10267,train
2517,train
4433,train
429,train
3082,train
1317,train
5288,train
3797,train
4780,train
4191,train
8984,train
10808,train
8939,train
8944,train
8350,train
11233,train
8709,train
4834,train
4141,validation
11377,validation
2307,validation
7633,validation
2826,validation
5488,validation
54,validation
5892,validation
4047,validation
5494,validation
4826,validation
10732,validation
2692,validation
5882,validation
8844,validation
2685,validation
5537,validation
8969,validation
2912,validation
9254,validation
464,validation
297,validation
8979,validation
5774,validation
6175,validation
6646,validation
11029,validation
4699,validation
1105,validation
5544,validation
319,validation
8096,validation
489,validation
8519,validation
8965,validation
332,validation
5881,validation
726,validation
10726,validation
2431,validation
4626,validation
9256,validation
7621,validation
3028,validation
9133,validation
5321,validation
6185,validation
519,validation
2326,validation
1607,validation
4933,validation
8409,validation
391,validation
10246,validation
7291,validation
4254,validation
11021,validation
5699,validation
5023,validation
2106,validation
11278,validation
9365,validation
4245,validation
1178,validation
4387,validation
1746,validation
1516,validation
11152,validation
10934,validation
7527,validation
386,validation
4878,validation
11360,validation
5594,validation
8478,validation
4613,validation
923,validation
6857,validation
5261,validation
5758,validation
3606,validation
1803,validation
9541,validation
8277,validation
7674,validation
10459,validation
695,validation
6606,validation
2033,validation
5219,validation
8222,validation
5381,validation
1339,validation
2134,validation
1450,validation
4934,validation
10847,validation
8356,validation
3228,validation
7649,validation
3976,validation
963,validation
741,validation
550,validation
1427,validation
3069,validation
8879,validation
3906,validation
9966,validation
952,validation
10068,validation
3113,validation
6168,validation
3308,validation
5040,validation
10813,validation
5378,validation
5812,validation
7947,validation
8522,validation
2848,validation
3175,validation
6474,validation
5279,validation
6151,validation
514,validation
6261,validation
10435,validation
9496,validation
1900,validation
6419,validation
1295,validation
6677,validation
2196,validation
149,validation
10954,validation
8925,validation
10247,validation
5012,validation
10688,validation
4226,validation
3679,validation
6025,validation
4418,validation
13,validation
5303,validation
5348,validation
1985,validation
2508,validation
6326,validation
8716,validation
3568,validation
8654,validation
4029,validation
10097,validation
7937,validation
2294,validation
264,validation
994,validation
5597,validation
5437,validation
10003,validation
1657,validation
11324,validation
4615,validation
8529,validation
4192,validation
6518,validation
4401,validation
7512,validation
7495,validation
2719,validation
102,validation
7756,validation
10387,validation
2930,validation
5785,validation
2783,validation
2348,validation
6496,validation
3062,validation
7354,validation
10023,validation
8822,validation
5397,validation
9697,validation
723,validation
11136,validation
1842,validation
8475,validation
4589,validation
4440,validation
7646,validation
4852,validation
2378,validation
6495,validation
1780,validation
4817,validation
7959,validation
7750,validation
4864,validation
5618,validation
683,validation
8469,validation
5501,validation
109,validation
1147,validation
4196,validation
10169,validation
9813,validation
6256,validation
5289,validation
7718,validation
6880,validation
3517,validation
6725,validation
4393,validation
2558,validation
10562,validation
984,validation
2955,validation
3247,validation
1363,validation
622,validation
6690,validation
8988,validation
9039,validation
405,validation
596,validation
5480,validation
66,validation
3223,validation
664,validation
9404,validation
3974,validation
117,validation
3184,validation
10355,validation
5337,validation
8279,validation
10531,validation
8358,validation
5137,validation
646,validation
9671,validation
9603,validation
7892,validation
1014,validation
2121,validation
2487,validation
6595,validation
3612,validation
27,validation
5939,validation
6699,validation
3806,validation
3717,validation
7179,validation
8052,validation
3296,validation
8265,validation
4871,validation
10664,validation
4427,validation
7011,validation
1171,validation
7631,validation
5412,validation
3088,validation
1998,validation
5119,validation
8374,validation
10996,validation
1738,validation
11412,validation
5847,validation
1403,validation
6230,validation
9045,validation
10501,validation
5632,validation
11356,validation
5029,validation
9938,validation
5987,validation
7536,validation
4104,validation
2529,validation
873,validation
2288,validation
2696,validation
8933,validation
7960,validation
1411,validation
4117,validation
5799,validation
6134,validation
8550,validation
4793,validation
6336,validation
7926,validation
6327,validation
11156,validation
11312,validation
10638,validation
5146,validation
11280,validation
2279,validation
8551,validation
10977,validation
9336,validation
1843,validation
551,validation
1962,validation
6417,validation
6886,validation
10119,validation
4683,validation
5662,validation
8549,validation
6526,validation
5395,validation
11209,validation
1870,validation
8682,validation
890,validation
9459,validation
10128,validation
1714,validation
1763,validation
2341,validation
10953,validation
11043,validation
8415,validation
5015,validation
3519,validation
5491,validation
7469,validation
4577,validation
10446,validation
3572,validation
11045,validation
571,validation
8634,validation
10926,validation
8439,validation
1549,validation
989,validation
6194,validation
9125,validation
4853,validation
834,validation
560,validation
1930,validation
908,validation
10253,validation
2904,validation
11225,validation
662,validation
354,validation
3720,validation
8236,validation
692,validation
8739,validation
5444,validation
4462,validation
9619,validation
5051,validation
3106,validation
9,validation
7139,validation
1023,validation
10696,validation
9349,validation
3706,validation
11313,validation
6036,validation
7092,validation
10610,validation
9511,validation
2274,validation
8797,validation
6672,validation
10653,validation
9990,validation
4893,validation
1821,validation
322,validation
7882,validation
7145,validation
8199,validation
6154,validation
5798,validation
8977,validation
6331,validation
7031,validation
1194,validation
10524,validation
9225,validation
1784,validation
505,validation
10258,validation
10643,validation
1987,validation
5671,validation
4062,validation
10203,validation
540,validation
3545,validation
4059,validation
8145,validation
6024,validation
979,validation
7973,validation
204,validation
4080,validation
2995,validation
4693,validation
3969,validation
4977,validation
3516,validation
473,validation
570,validation
8578,validation
9968,validation
1854,validation
2544,validation
10429,validation
4644,validation
1280,validation
1679,validation
6288,validation
176,validation
408,validation
6839,validation
9553,validation
6849,validation
1156,validation
179,validation
3518,validation
5495,validation
11184,validation
1588,validation
11291,validation
3887,validation
9443,validation
8798,validation
5681,validation
3029,validation
9856,validation
6545,validation
8065,validation
8985,validation
253,validation
8863,validation
765,validation
